date,seller_id,impressions,clicks,CTR,conversions,CVR,revenue,CPC,spend,ROAS,three_month_ROAS_rolling_average
2024-04,S0043,695101,11915,1.71,452,3.79,64780.65,5.437,197162.06,3.04,3.09
2024-05,S0043,750153,14384,1.92,653,4.54,94472.88,6.568,295658.89,3.13,3.07
2023-01,S0044,427,4,0.94,0,0.00,0,0,0,NULL,NULL
2023-02,S0044,4424,87,1.97,0,0.00,0,0,0,NULL,NULL
2023-03,S0044,5198,117,2.25,0,0.00,0,0,0,NULL,NULL
2023-04,S0044,4940,112,2.27,1,0.89,53.32,0.476,168.63,3.16,NULL
2023-05,S0044,5710,135,2.36,0,0.00,0,0,0,NULL,3.16
2023-06,S0044,5621,122,2.17,1,0.82,47.02,0.385,132.7,2.82,3.16
2023-07,S0044,5120,104,2.03,0,0.00,0,0,0,NULL,3
2023-08,S0044,5082,121,2.38,0,0.00,0,0,0,NULL,2.82
2023-09,S0044,5446,135,2.48,0,0.00,0,0,0,NULL,2.82
2023-10,S0044,6198,151,2.44,2,1.32,101.62,0.673,334.43,3.29,NULL
2023-11,S0044,7803,176,2.26,5,2.84,233.92,1.329,889.64,3.8,3.29
2023-12,S0044,8494,187,2.20,6,3.21,298.31,1.595,1037.81,3.48,3.65
2024-01,S0044,6920,157,2.27,0,0.00,0,0,0,NULL,3.57
2024-02,S0044,3962,98,2.47,0,0.00,0,0,0,NULL,3.62
2023-01,S0045,324183,5500,1.70,210,3.82,19004.81,3.455,62039.03,3.26,NULL
2023-02,S0045,314329,5037,1.60,183,3.63,17050.82,3.385,56217.75,3.3,3.26
2023-03,S0045,349788,6589,1.88,323,4.90,30072.42,4.564,95047.1,3.16,3.28
2023-04,S0045,358567,6785,1.89,303,4.47,27882.74,4.109,89566.29,3.21,3.23
2023-05,S0045,419058,8172,1.95,363,4.44,33498.57,4.099,109943.34,3.28,3.21
2023-06,S0045,423429,7723,1.82,318,4.12,29504.96,3.82,94486.57,3.2,3.22
2023-07,S0045,525785,9891,1.88,418,4.23,38655.45,3.908,121122.24,3.13,3.23
2023-08,S0045,602131,12188,2.02,555,4.55,51811.16,4.251,164473.32,3.17,3.2
2023-09,S0045,621899,12408,2.00,554,4.46,51100.17,4.118,166012.3,3.25,3.17
2023-10,S0045,708799,13699,1.93,608,4.44,56125.17,4.097,177341.02,3.16,3.19
2023-11,S0045,901672,17438,1.93,764,4.38,71324.76,4.09,224274.57,3.14,3.19
2023-12,S0045,997754,19178,1.92,818,4.27,74900.08,3.906,242914.72,3.24,3.18
2024-01,S0045,756406,14943,1.98,658,4.40,60370.26,4.04,187598.21,3.11,3.19
2024-02,S0045,556108,10229,1.84,435,4.25,40669.1,3.976,129302.65,3.18,3.17
2024-03,S0045,453268,8579,1.89,373,4.35,33923.99,3.954,110356.83,3.25,3.18
2024-04,S0045,405373,7746,1.91,339,4.38,31103.81,4.015,94899.49,3.05,3.17
2024-05,S0045,284912,5083,1.78,195,3.84,18248.44,3.59,54491.03,2.99,3.17
2024-06,S0045,94039,1572,1.67,48,3.05,4219.91,2.684,13289.42,3.15,3.12
2023-03,S0046,44647,731,1.64,23,3.15,1695.62,2.32,5326.96,3.14,NULL
2023-04,S0046,221238,4131,1.87,177,4.28,12367.93,2.994,36829.85,2.98,3.14
2023-05,S0046,235367,4016,1.71,149,3.71,10999.71,2.739,33886.52,3.08,3
2023-06,S0046,269752,5358,1.99,228,4.26,16333.77,3.048,50796.92,3.11,3.03
2023-07,S0046,240026,4436,1.85,168,3.79,12067.76,2.72,38121,3.16,3.06
2023-08,S0046,250197,4535,1.81,211,4.65,15258.11,3.365,47599.57,3.12,3.12
2023-09,S0046,276673,4856,1.76,198,4.08,14382.91,2.962,44630.7,3.1,3.13
2023-10,S0046,300520,5503,1.83,219,3.98,16034.06,2.914,53411.83,3.33,3.13
2023-11,S0046,368490,6791,1.84,280,4.12,19725.2,2.905,65216.39,3.31,3.19
2023-12,S0046,371062,6603,1.78,271,4.10,19054.37,2.886,66476.6,3.49,3.26
2024-01,S0046,278514,5126,1.84,207,4.04,14899.77,2.907,45874.67,3.08,3.38
2024-02,S0046,180754,3005,1.66,118,3.93,8535.09,2.84,27291.21,3.2,3.31
2024-03,S0046,204409,4048,1.98,186,4.59,13415.75,3.314,40699.16,3.03,3.29
2024-04,S0046,219590,3681,1.68,151,4.10,10808.26,2.936,35757.07,3.31,3.09
2024-05,S0046,230082,3918,1.70,178,4.54,12238.08,3.124,40194.81,3.28,3.17
2024-06,S0046,88103,1484,1.68,74,4.99,5302.97,3.573,17613.46,3.32,3.2
2023-02,S0047,293878,7258,2.47,367,5.06,62288.97,8.582,216322.91,3.47,NULL
2023-03,S0047,1185952,27126,2.29,1389,5.12,223961.44,8.256,696567.78,3.11,3.47
2023-04,S0047,1166921,26982,2.31,1239,4.59,203181.15,7.53,655885.95,3.23,3.19
2023-05,S0047,2685849,52971,1.97,2422,4.57,399164.02,7.536,1235859.33,3.1,3.21
2023-06,S0047,3433535,70797,2.06,2948,4.16,489437.97,6.913,1585229.21,3.24,3.13
2023-07,S0047,3041624,61587,2.02,2764,4.49,457375.84,7.426,1425215.33,3.12,3.18
2023-08,S0047,3155167,60355,1.91,2497,4.14,409883.8,6.791,1303464.73,3.18,3.15
2023-09,S0047,3244404,64653,1.99,2978,4.61,490046.24,7.58,1533398.68,3.13,3.18
2023-10,S0047,2562648,55624,2.17,2754,4.95,448844.97,8.069,1409490.89,3.14,3.14
2023-11,S0047,1799185,40369,2.24,2051,5.08,326736.03,8.094,1096470.44,3.36,3.15
2023-12,S0047,2013346,45410,2.26,2154,4.74,353573.29,7.786,1068864,3.02,3.19
2024-01,S0047,1376770,32458,2.36,1589,4.90,265183.4,8.17,831147.07,3.13,3.17
2024-02,S0047,982448,21903,2.23,967,4.41,156878.46,7.162,468834.49,2.99,3.17
2024-03,S0047,1427772,31337,2.19,1582,5.05,260947.52,8.327,802173.71,3.07,3.05
2024-04,S0047,1428479,32949,2.31,1607,4.88,266814.08,8.098,858941.31,3.22,3.08
2024-05,S0047,1516251,34993,2.31,1574,4.50,260173.9,7.435,824792.36,3.17,3.11
2024-06,S0047,1121780,25391,2.26,1171,4.61,194642.74,7.666,585253.78,3.01,3.15
2023-01,S0048,13646,333,2.44,19,5.71,739.53,2.221,2345.56,3.17,NULL
2023-02,S0048,24912,611,2.45,32,5.24,1237.95,2.026,3892.13,3.14,3.17
2023-03,S0048,33273,811,2.44,37,4.56,1430.31,1.764,4353.51,3.04,3.15
2023-04,S0048,33619,819,2.44,46,5.62,1792.67,2.189,5755.28,3.21,3.11
2023-05,S0048,69573,1749,2.51,89,5.09,3488.42,1.995,11233.87,3.22,3.14
2023-06,S0048,76191,1657,2.17,84,5.07,3207.33,1.936,9877.13,3.08,3.18
2023-07,S0048,64916,1487,2.29,80,5.38,3094.68,2.081,10369.66,3.35,3.17
2023-08,S0048,67159,1502,2.24,78,5.19,3016.92,2.009,9231.14,3.06,3.22
2023-09,S0048,71407,1748,2.45,74,4.23,2824.67,1.616,9156.78,3.24,3.16
2023-10,S0048,77691,1795,2.31,89,4.96,3381.61,1.884,10360.32,3.06,3.22
2023-11,S0048,92661,2281,2.46,114,5.00,4482.64,1.965,14327.36,3.2,3.12
2023-12,S0048,58095,1489,2.56,78,5.24,2960.57,1.988,9610.12,3.25,3.17
2024-01,S0048,56844,1296,2.28,64,4.94,2489.17,1.921,7933.86,3.19,3.17
2024-02,S0048,52143,1160,2.22,53,4.57,2044.07,1.762,6201.63,3.03,3.21
2024-03,S0048,53982,1054,1.95,46,4.36,1788.81,1.697,5105.26,2.85,3.17
2024-04,S0048,46513,917,1.97,42,4.58,1613.55,1.76,4985.78,3.09,3.04
2024-05,S0048,51581,1097,2.13,50,4.56,1979.07,1.804,6441.77,3.25,2.99
2024-06,S0048,37814,753,1.99,32,4.25,1255.5,1.667,4508.62,3.59,3.07
2023-01,S0049,70141,1763,2.51,93,5.28,3558.08,2.018,11286.2,3.17,NULL
2023-02,S0049,65360,1657,2.54,93,5.61,3597.87,2.171,11412.1,3.17,3.17
2023-03,S0049,75278,1853,2.46,106,5.72,4078.79,2.201,13469.95,3.3,3.17
2023-04,S0049,75902,1920,2.53,106,5.52,4028.59,2.098,12244.02,3.04,3.22
2023-05,S0049,85411,2083,2.44,116,5.57,4417.19,2.121,13781.43,3.12,3.17
2023-06,S0049,82644,2225,2.69,120,5.39,4616.66,2.075,15062.93,3.26,3.15
2023-07,S0049,111113,2284,2.06,120,5.25,4586.21,2.008,14758.34,3.22,3.15
2023-08,S0049,112929,2453,2.17,125,5.10,4852.02,1.978,15018.62,3.1,3.2
2023-09,S0049,123337,2725,2.21,135,4.95,5202.89,1.909,16888.55,3.25,3.19
2023-10,S0049,142913,3144,2.20,156,4.96,6053,1.925,19773.9,3.27,3.19
2023-11,S0049,175365,3984,2.27,215,5.40,8374.05,2.102,26160.74,3.12,3.21
2023-12,S0049,190616,4207,2.21,219,5.21,8537.31,2.029,27795.11,3.26,3.2
2024-01,S0049,126079,2639,2.09,133,5.04,5181.05,1.963,16142.93,3.12,3.21
2024-02,S0049,66131,1415,2.14,61,4.31,2345.73,1.658,7381.49,3.15,3.17
2024-03,S0049,54057,1271,2.35,70,5.51,2683.9,2.112,8416.94,3.14,3.19
2024-04,S0049,55568,1359,2.45,74,5.45,2829.47,2.082,8681.88,3.07,3.13
2024-05,S0049,60323,1384,2.29,69,4.99,2620.44,1.893,7732.62,2.95,3.11
2024-06,S0049,26245,695,2.65,44,6.33,1705.76,2.454,5338.04,3.13,3.05
2023-02,S0050,8670,150,1.73,5,3.33,154.33,1.029,453.06,2.94,NULL
2023-03,S0050,55392,1063,1.92,40,3.76,1258.38,1.184,3866.05,3.07,2.94
2023-04,S0050,62667,1192,1.90,50,4.19,1562.16,1.311,5049.13,3.23,3.06
2023-05,S0050,68661,1352,1.97,59,4.36,1854.48,1.372,5833.6,3.15,3.15
2023-06,S0050,70327,1422,2.02,63,4.43,2005.25,1.41,5684.23,2.83,3.15
2023-07,S0050,63184,1264,2.00,53,4.19,1686.73,1.334,5346.05,3.17,3.06
2023-08,S0050,64587,1292,2.00,58,4.49,1844.86,1.428,6016.95,3.26,3.04
2023-09,S0050,67425,1223,1.81,43,3.52,1378.83,1.127,4521.53,3.28,3.08
2023-10,S0050,75755,1600,2.11,72,4.50,2253.56,1.408,6917.11,3.07,3.23
2023-11,S0050,97672,1917,1.96,80,4.17,2478.43,1.293,8400.93,3.39,3.19
2023-12,S0050,88598,1840,2.08,79,4.29,2501.87,1.36,8013.91,3.2,3.25
2024-01,S0050,35643,816,2.29,41,5.02,1296.82,1.589,4084.1,3.15,3.23
2024-02,S0050,18685,423,2.26,18,4.26,552.9,1.307,1898.24,3.43,3.27
2024-03,S0050,20884,605,2.90,35,5.79,1084.89,1.793,3280.03,3.02,3.22
2024-04,S0050,6352,139,2.19,5,3.60,154.53,1.112,508.31,3.29,3.16
2023-05,S0051,21532,362,1.68,11,3.04,349.55,0.966,1125.24,3.22,NULL
2023-06,S0051,35116,694,1.98,22,3.17,729.4,1.051,2081.45,2.85,3.22
2023-07,S0051,32134,561,1.75,15,2.67,498.08,0.888,1444.46,2.9,2.97
2023-08,S0051,31652,580,1.83,16,2.76,551.56,0.951,1646.52,2.99,2.95
2023-09,S0051,33769,607,1.80,14,2.31,455.81,0.751,1478.25,3.24,2.91
2023-10,S0051,33849,604,1.78,21,3.48,737.39,1.221,2410.5,3.27,3.04
2023-11,S0051,35679,700,1.96,32,4.57,1069.32,1.528,3607.52,3.37,3.17
2023-12,S0051,39463,728,1.84,33,4.53,1067.81,1.467,3335.77,3.12,3.31
2024-01,S0051,30443,623,2.05,25,4.01,863.41,1.386,3057.1,3.54,3.25
2024-02,S0051,20358,380,1.87,17,4.47,576.29,1.517,1809.79,3.14,3.33
2024-03,S0051,8181,124,1.52,5,4.03,159.74,1.288,485.38,3.04,3.27
2023-01,S0052,30558,685,2.24,34,4.96,1107.78,1.617,3341.82,3.02,NULL
2023-02,S0052,20883,493,2.36,27,5.48,898.57,1.823,2609.41,2.9,3.02
2023-03,S0052,23069,578,2.51,30,5.19,978.95,1.694,3404.07,3.48,2.97
2023-04,S0052,24493,563,2.30,27,4.80,871.41,1.548,2711.11,3.11,3.13
2023-05,S0052,32317,756,2.34,37,4.89,1239.06,1.639,3841.25,3.1,3.17
2023-06,S0052,39967,899,2.25,53,5.90,1761.17,1.959,5418.45,3.08,3.22
2023-07,S0052,36063,880,2.44,39,4.43,1261.51,1.434,3974.75,3.15,3.09
2023-08,S0052,36805,906,2.46,46,5.08,1529.73,1.688,4576.89,2.99,3.11
2023-09,S0052,38346,961,2.51,49,5.10,1624.51,1.69,5063.32,3.12,3.07
2023-10,S0052,43901,1072,2.44,53,4.94,1788.83,1.669,5747.99,3.21,3.08
2023-11,S0052,54763,1414,2.58,82,5.80,2764.12,1.955,8620.54,3.12,3.11
2023-12,S0052,60499,1451,2.40,78,5.38,2566.68,1.769,7559.51,2.95,3.15
2024-01,S0052,46444,1035,2.23,49,4.73,1582.85,1.529,4876.9,3.08,3.08
2024-02,S0052,31607,766,2.42,31,4.05,1058.22,1.381,3397.13,3.21,3.05
2024-03,S0052,34703,874,2.52,39,4.46,1324.91,1.516,4146.81,3.13,3.04
2024-04,S0052,45566,1154,2.53,65,5.63,2150.7,1.864,7000.28,3.25,3.13
2024-05,S0052,16197,448,2.77,21,4.69,705.65,1.575,2237.02,3.17,3.21
2023-04,S0054,16365,242,1.48,5,2.07,170.64,0.705,438.85,2.57,NULL
2023-05,S0054,36839,575,1.56,20,3.48,668.39,1.162,2002.23,3,2.57
2023-06,S0054,23975,360,1.50,13,3.61,422.7,1.174,1361.33,3.22,2.91
2023-08,S0054,13432,250,1.86,10,4.00,331.64,1.327,1062.56,3.2,3.01
2023-09,S0054,27560,575,2.09,13,2.26,425.52,0.74,1409.86,3.31,3.11
2023-10,S0054,32470,652,2.01,25,3.83,822.57,1.262,2278.7,2.77,3.25
2023-11,S0054,40140,763,1.90,29,3.80,968.8,1.27,3119.87,3.22,3.01
2023-12,S0054,46002,859,1.87,31,3.61,1022.43,1.19,3119.74,3.05,3.07
2024-01,S0054,34819,681,1.96,25,3.67,792.55,1.164,2452.78,3.09,3.03
2024-02,S0054,22238,433,1.95,10,2.31,318.26,0.735,893.54,2.81,3.12
2024-03,S0054,25578,518,2.03,19,3.67,619.94,1.197,1974.59,3.19,3.03
2024-04,S0054,16311,298,1.83,7,2.35,229.53,0.77,749.04,3.26,3.07
2024-05,S0054,6470,100,1.55,0,0.00,0,0,0,NULL,3.1
2023-01,S0055,70413,1227,1.74,47,3.83,3883.95,3.165,13026.33,3.35,NULL
2023-02,S0055,161749,2816,1.74,118,4.19,9478.45,3.366,29402.15,3.1,3.35
2023-03,S0055,190503,3316,1.74,117,3.53,9691.09,2.923,32129.1,3.32,3.18
2023-04,S0055,235039,3638,1.55,142,3.90,11281.21,3.101,34467.35,3.06,3.23
2023-05,S0055,419782,6995,1.67,263,3.76,20982.73,3,64642.17,3.08,3.15
2023-06,S0055,417095,7311,1.75,271,3.71,21522.32,2.944,66814.8,3.1,3.13
2023-07,S0055,352585,5782,1.64,227,3.93,18112.42,3.133,56044.48,3.09,3.08
2023-08,S0055,368990,5764,1.56,214,3.71,17351.19,3.01,55933.05,3.22,3.09
2023-09,S0055,387219,6337,1.64,265,4.18,21401.45,3.377,68543.04,3.2,3.14
2023-10,S0055,448063,7926,1.77,317,4.00,25072.89,3.163,85463.69,3.41,3.17
2023-11,S0055,584883,9379,1.60,367,3.91,29420.06,3.137,94405.95,3.21,3.29
2023-12,S0055,735962,12174,1.65,452,3.71,35824.35,2.943,116105.93,3.24,3.27
2024-01,S0055,362127,5871,1.62,224,3.82,18278.21,3.113,58487.33,3.2,3.28
2024-02,S0055,242584,3656,1.51,126,3.45,10168.23,2.781,30629.04,3.01,3.22
2024-03,S0055,267304,3939,1.47,143,3.63,11435.68,2.903,35328,3.09,3.19
2024-04,S0055,220658,3595,1.63,112,3.12,8921.26,2.482,27076.38,3.04,3.12
2024-05,S0055,210484,3807,1.81,131,3.44,10321.2,2.711,31124.61,3.02,3.05
2024-06,S0055,94739,1344,1.42,48,3.57,3733.76,2.778,11928.31,3.19,3.05
2023-07,S0056,88262,1952,2.21,94,4.82,16172.88,8.285,52579.16,3.25,NULL
2023-08,S0056,96196,2026,2.11,104,5.13,17189.88,8.485,58491.05,3.4,3.25
2023-09,S0056,101111,2304,2.28,110,4.77,18379.93,7.977,56316.9,3.06,3.33
2023-10,S0056,111354,2426,2.18,101,4.16,16952.65,6.988,47969.27,2.83,3.23
2023-11,S0056,151762,3176,2.09,154,4.85,25655.54,8.078,82805.21,3.23,3.1
2023-12,S0056,169230,3976,2.35,175,4.40,28444.73,7.154,88297.81,3.1,3.07
2024-01,S0056,128026,2591,2.02,133,5.13,21492.66,8.295,63514.62,2.96,3.08
2024-02,S0056,86666,1893,2.18,84,4.44,13937.23,7.363,44180.49,3.17,3.1
2024-03,S0056,97614,2315,2.37,112,4.84,18462.42,7.975,59514.52,3.22,3.07
2024-04,S0056,95660,2341,2.45,119,5.08,20212.77,8.634,62715.79,3.1,3.1
2024-05,S0056,103093,2248,2.18,92,4.09,15324.79,6.817,50609.78,3.3,3.16
2024-06,S0056,3309,83,2.51,1,1.20,158.74,1.913,598.69,3.77,3.2
2023-02,S0057,49962,805,1.61,32,3.98,1598.03,1.985,5039.63,3.15,NULL
2023-03,S0057,134809,2354,1.75,90,3.82,4396.53,1.868,13144.3,2.99,3.15
2023-04,S0057,154378,2746,1.78,102,3.71,5045.36,1.837,15822.2,3.14,3.03
2023-05,S0057,170592,3138,1.84,135,4.30,6641.04,2.116,20828.46,3.14,3.08
2023-06,S0057,206015,3703,1.80,163,4.40,8073.22,2.18,25250.56,3.13,3.1
2023-07,S0057,239423,4671,1.95,203,4.35,10035.6,2.148,32385.66,3.23,3.13
2023-08,S0057,287426,5522,1.92,257,4.65,12504.12,2.264,40901.62,3.27,3.17
2023-09,S0057,366589,7062,1.93,315,4.46,15395.91,2.18,48624.95,3.16,3.22
2023-10,S0057,420070,8030,1.91,339,4.22,16620.4,2.07,50023.23,3.01,3.21
2023-11,S0057,580581,11843,2.04,509,4.30,24820.75,2.096,77770.39,3.13,3.13
2023-12,S0057,627720,12848,2.05,589,4.58,29131.37,2.267,90687.65,3.11,3.1
2024-01,S0057,458990,9365,2.04,392,4.19,19534.11,2.086,63584.81,3.26,3.1
2024-02,S0057,282203,5144,1.82,229,4.45,11008.63,2.14,34783.7,3.16,3.16
2024-03,S0057,261180,4679,1.79,192,4.10,9380.14,2.005,28541.51,3.04,3.17
2024-04,S0057,188198,3455,1.84,144,4.17,6969.87,2.017,22399.06,3.21,3.18
2024-05,S0057,96521,1970,2.04,87,4.42,4241.52,2.153,12642.88,2.98,3.13
2024-06,S0057,9798,259,2.64,11,4.25,533.06,2.058,1872.39,3.51,3.09
2023-08,S0058,6013,127,2.11,4,3.15,140.44,1.106,530.55,3.78,NULL
2023-09,S0058,8205,176,2.15,2,1.14,65.59,0.373,218.44,3.33,3.78
2023-10,S0058,32114,819,2.55,40,4.88,1391.34,1.699,4230.92,3.04,3.64
2023-11,S0058,43031,1029,2.39,50,4.86,1697.72,1.65,5875.81,3.46,3.12
2023-12,S0058,45752,1031,2.25,54,5.24,1883.73,1.827,5883.74,3.12,3.27
2024-01,S0058,36471,920,2.52,44,4.78,1565.41,1.702,4879.28,3.12,3.22
2024-02,S0058,23590,564,2.39,27,4.79,970.61,1.721,3162.04,3.26,3.23
2024-03,S0058,7954,176,2.21,3,1.70,108.18,0.615,352.8,3.26,3.15
2024-04,S0058,7719,168,2.18,2,1.19,70.22,0.418,195.68,2.79,3.17
2024-05,S0058,9211,191,2.07,4,2.09,142.1,0.744,434.34,3.06,3.23
2024-06,S0058,1168,32,2.74,2,6.25,66.83,2.088,164.87,2.47,3.07
2023-02,S0059,101997,2359,2.31,99,4.20,7500.39,3.179,23015.89,3.07,NULL
2023-03,S0059,166083,3850,2.32,175,4.55,13366.09,3.472,40780.27,3.05,3.07
2023-04,S0059,232193,4848,2.09,197,4.06,15198.81,3.135,45933.82,3.02,3.06
2023-05,S0059,259728,5440,2.09,277,5.09,21117.27,3.882,70415.65,3.33,3.04
2023-06,S0059,268723,5519,2.05,241,4.37,18079.38,3.276,52649.43,2.91,3.16
2023-07,S0059,294761,6225,2.11,288,4.63,21956.28,3.527,66205.29,3.02,3.11
2023-08,S0059,275290,6186,2.25,301,4.87,23202.68,3.751,78706.81,3.39,3.1
2023-09,S0059,287507,6349,2.21,294,4.63,22079.95,3.478,70896.47,3.21,3.12
2023-10,S0059,312490,7033,2.25,314,4.46,23549.85,3.348,74764.93,3.17,3.21
2023-11,S0059,277144,5742,2.07,264,4.60,20011.46,3.485,62961.61,3.15,3.26
2023-12,S0059,315152,6591,2.09,287,4.35,22355.5,3.392,70375.47,3.15,3.18
2024-01,S0059,217846,5081,2.33,243,4.78,18264.25,3.595,56148.12,3.07,3.16
2024-02,S0059,94153,2047,2.17,104,5.08,8051.09,3.933,26246.62,3.26,3.13
2024-03,S0059,111754,2588,2.32,117,4.52,8634.35,3.336,28136.45,3.26,3.14
2024-04,S0059,111302,2379,2.14,110,4.62,8314.93,3.495,27665.07,3.33,3.16
2024-05,S0059,120163,2569,2.14,120,4.67,9037.83,3.518,27780.36,3.07,3.28
2024-06,S0059,21649,583,2.69,26,4.46,1902.07,3.263,4957.77,2.61,3.22
2023-01,S0060,771,15,1.95,1,6.67,33.78,2.252,90.01,2.66,NULL
2023-02,S0060,26778,650,2.43,36,5.54,1370.79,2.109,4132.64,3.01,2.66
2023-03,S0060,46584,1248,2.68,69,5.53,2670.75,2.14,8651.41,3.24,3.01
2023-04,S0060,22579,596,2.64,30,5.03,1140.86,1.914,3584.5,3.14,3.16
2023-05,S0060,9055,154,1.70,3,1.95,114.02,0.74,330.95,2.9,3.16
2023-06,S0060,70115,1118,1.59,42,3.76,1608.13,1.438,5585.46,3.47,3.2
2023-07,S0060,59656,898,1.51,29,3.23,1105.56,1.231,3377.96,3.06,3.32
2023-08,S0060,4636,51,1.10,2,3.92,71.46,1.401,187.29,2.62,3.29
2023-12,S0060,63266,1138,1.80,55,4.83,2126.7,1.869,6760.76,3.18,3.29
2024-01,S0060,56129,1065,1.90,43,4.04,1645.39,1.545,5206.75,3.16,3.13
2024-02,S0060,37266,714,1.92,29,4.06,1114.24,1.561,3650.39,3.28,3.16
2024-03,S0060,32813,653,1.99,27,4.13,1016.8,1.557,3334.51,3.28,3.2
2023-02,S0061,6325,116,1.83,4,3.45,137.66,1.187,414.7,3.01,NULL
2023-03,S0061,32258,575,1.78,24,4.17,842.11,1.465,2463.28,2.93,3.01
2023-04,S0061,34478,617,1.79,25,4.05,861.5,1.396,2970.13,3.45,2.94
2023-05,S0061,38928,773,1.99,29,3.75,1025.17,1.326,3467.11,3.38,3.18
2023-06,S0061,39520,687,1.74,31,4.51,1068.44,1.555,3364.73,3.15,3.26
2023-07,S0061,32414,506,1.56,21,4.15,748.68,1.48,2244.74,3,3.32
2023-08,S0061,57004,1086,1.91,53,4.88,1872.17,1.724,5532.07,2.95,3.19
2023-09,S0061,87703,1811,2.06,79,4.36,2752.42,1.52,8398.45,3.05,3.02
2023-10,S0061,95433,2047,2.14,98,4.79,3421.11,1.671,11288.95,3.3,3.01
2023-11,S0061,122946,2814,2.29,137,4.87,4794.74,1.704,14914.62,3.11,3.13
2023-12,S0061,99210,1857,1.87,93,5.01,3309.66,1.782,10416.92,3.15,3.15
2024-01,S0061,63245,1204,1.90,55,4.57,1931.87,1.605,6225.55,3.22,3.18
2024-02,S0061,43108,924,2.14,41,4.44,1453.51,1.573,4856.87,3.34,3.14
2024-03,S0061,49627,1012,2.04,45,4.45,1580.38,1.562,4921.96,3.11,3.21
2024-04,S0061,48283,1055,2.19,44,4.17,1567.24,1.486,4782.93,3.05,3.22
2024-05,S0061,40083,757,1.89,32,4.23,1126.02,1.487,3555.08,3.16,3.16
2024-06,S0061,20825,333,1.60,12,3.60,415.95,1.249,1269.35,3.05,3.1
2023-03,S0062,5250,87,1.66,5,5.75,193.53,2.224,722.98,3.74,NULL
2023-04,S0062,17243,303,1.76,15,4.95,559.58,1.847,1740.98,3.11,3.74
2023-05,S0062,18917,308,1.63,10,3.25,369.61,1.2,1290.46,3.49,3.27
2023-06,S0062,34913,653,1.87,22,3.37,853.86,1.308,2760.05,3.23,3.34
2023-07,S0062,74451,1382,1.86,47,3.40,1805.82,1.307,5563.35,3.08,3.25
2023-08,S0062,79796,1478,1.85,56,3.79,2150.19,1.455,7180.53,3.34,3.17
2023-09,S0062,82013,1538,1.88,63,4.10,2475.83,1.61,6932.47,2.8,3.22
2023-10,S0062,96083,1681,1.75,63,3.75,2422.83,1.441,7563.03,3.12,3.06
2023-11,S0062,120194,2234,1.86,93,4.16,3523.4,1.577,10896.17,3.09,3.08
2023-12,S0062,110735,1875,1.69,65,3.47,2450.45,1.307,8028.42,3.28,3.01
2024-01,S0062,81275,1475,1.81,58,3.93,2238.09,1.517,7161.22,3.2,3.15
2024-02,S0062,54390,982,1.81,38,3.87,1491.79,1.519,4396.47,2.95,3.18
2024-03,S0062,60072,1015,1.69,42,4.14,1600.37,1.577,5075.5,3.17,3.17
2024-04,S0062,12698,236,1.86,11,4.66,419.92,1.779,1335.23,3.18,3.12
2023-02,S0063,1118,34,3.04,2,5.88,76.1,2.238,318.75,4.19,NULL
2023-03,S0063,13880,352,2.54,18,5.11,689.88,1.96,2242,3.25,4.19
2023-04,S0063,13316,333,2.50,16,4.80,617.03,1.853,1890.11,3.06,3.34
2023-05,S0063,14408,319,2.21,13,4.08,515.98,1.617,1640.97,3.18,3.22
2023-06,S0063,16125,416,2.58,19,4.57,739.63,1.778,2364.47,3.2,3.17
2023-07,S0063,13391,303,2.26,14,4.62,525.64,1.735,1690.23,3.22,3.15
2023-08,S0063,44094,882,2.00,39,4.42,1495.01,1.695,4989.4,3.34,3.2
2023-09,S0063,95509,1696,1.78,71,4.19,2706.02,1.596,8815.53,3.26,3.28
2023-10,S0063,110257,1982,1.80,86,4.34,3306.88,1.668,10309.15,3.12,3.28
2023-11,S0063,134702,2567,1.91,103,4.01,3925.95,1.529,11826.79,3.01,3.21
2023-12,S0063,98691,1785,1.81,70,3.92,2666.64,1.494,7545.2,2.83,3.11
2024-01,S0063,72692,1193,1.64,50,4.19,1904.96,1.597,5823.41,3.06,3
2024-02,S0063,47984,886,1.85,38,4.29,1432.61,1.617,4234.3,2.96,2.97
2024-03,S0063,2992,83,2.77,4,4.82,143.1,1.724,451.36,3.15,2.93
2023-01,S0064,87922,1991,2.26,86,4.32,6557.36,3.294,19003.46,2.9,NULL
2023-02,S0064,92651,2105,2.27,95,4.51,7400.68,3.516,24065.16,3.25,2.9
2023-03,S0064,202535,4035,1.99,173,4.29,13177.95,3.266,39953.22,3.03,3.09
2023-04,S0064,307437,6084,1.98,254,4.17,19455.63,3.198,60847.36,3.13,3.06
2023-05,S0064,421132,7626,1.81,294,3.86,22311.72,2.926,73428.32,3.29,3.12
2023-06,S0064,614576,11218,1.83,435,3.88,32144.31,2.865,96228.47,2.99,3.17
2023-07,S0064,568346,9840,1.73,371,3.77,28256.12,2.872,89406.86,3.16,3.12
2023-08,S0064,626119,12365,1.97,517,4.18,39304.22,3.179,124158.49,3.16,3.13
2023-09,S0064,580364,11154,1.92,478,4.29,36391.11,3.263,112942.53,3.1,3.11
2023-10,S0064,634769,12441,1.96,532,4.28,40093.15,3.223,123295.22,3.08,3.14
2023-11,S0064,817859,14859,1.82,621,4.18,47044.99,3.166,152544.75,3.24,3.11
